effect,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12
kick_humming,10.9496,-0.301841,-0.0769017,-0.333958,-0.37701,-0.633803,-0.332943,-0.35413,-0.3226,-0.185411,-0.083176,-0.0806484,0.00678231
kick_humming,11.8016,-0.204689,-0.307793,-0.371932,-0.416689,-0.439174,-0.324681,-0.425036,-0.451824,-0.189227,-0.122388,-0.0420267,-0.00330734
kick_humming,12.2165,-0.347514,-0.322841,-0.38723,-0.478458,-0.5266,-0.361306,-0.427041,-0.342051,-0.0981318,-0.0991521,-0.101624,-0.0706028
kick_humming,12.6834,-0.491541,-0.343775,-0.309592,-0.528013,-0.553387,-0.231611,-0.412201,-0.43886,-0.172807,-0.104461,-0.106517,-0.046021
kick_humming,11.4442,0.0647772,-0.262334,-0.427482,-0.477544,-0.501498,-0.214265,-0.465818,-0.417292,-0.210323,-0.0793305,-0.0974856,-0.0579963
kick_humming,11.3646,-0.234927,-0.0383193,-0.198572,-0.330297,-0.69537,-0.523291,-0.377175,-0.295471,-0.135586,-0.21943,-0.0371487,-0.0522459
kick_humming,11.4641,-0.425631,-0.242859,-0.290503,-0.325982,-0.537547,-0.330014,-0.301557,-0.410217,-0.232541,-0.132434,-0.0937225,-0.0683641
kick_humming,13.0141,0.0073668,-0.573937,-0.459892,-0.440008,-0.530055,-0.340282,-0.470799,-0.427209,-0.258002,-0.167143,-0.0995393,-0.0279589
kick_power,12.2631,-0.535986,-0.56965,-0.367088,-0.282222,-0.365304,-0.223379,-0.388213,-0.459504,-0.198439,-0.123192,-0.0524754,-0.0212911
kick_power,12.703,-0.604261,-0.430425,-0.332029,-0.39172,-0.3558,-0.259597,-0.437245,-0.485424,-0.227438,-0.0780401,-0.075534,-0.02684
kick_power,11.6914,-0.311329,-0.539938,-0.341165,-0.291297,-0.375772,-0.246686,-0.341922,-0.44507,-0.255509,-0.0812827,-0.0540976,-0.0537388
kick_power,12.1526,-0.31434,-0.557246,-0.470893,-0.28635,-0.273984,-0.284258,-0.349117,-0.463742,-0.280233,-0.119881,-0.0448908,-0.012867
kick_power,12.0308,-0.672771,-0.470357,-0.290956,-0.267115,-0.299022,-0.330777,-0.393324,-0.417566,-0.2299,-0.109571,-0.0465796,-0.0391807
kick_power,12.2029,-0.238705,-0.447023,-0.350091,-0.30197,-0.416588,-0.337736,-0.393447,-0.495304,-0.282331,-0.109321,-0.0353451,-0.0433336
kick_power,12.8917,-0.448414,-0.534386,-0.431597,-0.401448,-0.337898,-0.317121,-0.447526,-0.44903,-0.246946,-0.0820603,-0.062677,-0.00716869
kick_power,12.6699,-0.249273,-0.466329,-0.317785,-0.302628,-0.479564,-0.324433,-0.380036,-0.443097,-0.272654,-0.164949,-0.0972026,-0.0466674
kick_power,11.0644,-0.567892,-0.432507,-0.386811,-0.316854,-0.247605,-0.27047,-0.409237,-0.386309,-0.206848,-0.0342415,-0.0425222,-0.0216253
kick_power,11.8132,-0.479678,-0.299317,-0.316074,-0.307877,-0.283717,-0.33011,-0.445951,-0.483504,-0.275886,-0.0595998,-0.052836,0.000859152
kick_power,12.3684,-0.429063,-0.581928,-0.34679,-0.327747,-0.332916,-0.321284,-0.345007,-0.406205,-0.250664,-0.0903607,-0.054349,-0.0326024
kick_power,12.7933,-0.419732,-0.498379,-0.344971,-0.272009,-0.277188,-0.310826,-0.435739,-0.479479,-0.33329,-0.147037,-0.0609144,-0.0204322
kick_power,12.6712,-0.514922,-0.501624,-0.320057,-0.275179,-0.347437,-0.270063,-0.403376,-0.438771,-0.297603,-0.180766,-0.056869,-0.0349834
kick_power,11.7414,-0.731957,-0.453707,-0.283999,-0.212463,-0.215316,-0.282759,-0.348356,-0.411786,-0.285287,-0.0858659,-0.0741309,-0.00553186
kick_power,12.3999,-0.558251,-0.367334,-0.389278,-0.289826,-0.346579,-0.320075,-0.386795,-0.442308,-0.214825,-0.0854211,-0.0409615,-0.0471959
kick_power,11.7857,-0.563795,-0.4619,-0.293399,-0.257276,-0.272937,-0.269445,-0.377232,-0.454677,-0.25194,-0.120725,-0.0203468,-0.0346606
kick_power,11.6852,-0.73498,-0.554279,-0.355648,-0.302514,-0.252469,-0.207528,-0.386933,-0.429815,-0.161118,-0.0226919,0.0188207,0.0158198
kick_power,13.016,-0.244406,-0.40873,-0.366309,-0.282024,-0.365309,-0.375952,-0.451657,-0.496318,-0.301122,-0.100184,-0.100491,-0.069958
kick_power,11.6917,-0.522975,-0.485376,-0.261362,-0.209203,-0.318818,-0.327977,-0.363281,-0.41555,-0.345926,-0.131345,-0.0271046,-0.000794304
kick_power,11.6423,-0.421236,-0.400959,-0.306039,-0.180307,-0.376995,-0.349274,-0.356537,-0.418825,-0.207741,-0.0860719,-0.0526233,-0.0583806
kick_power,11.1535,-0.530452,-0.415446,-0.355797,-0.192633,-0.253006,-0.262688,-0.394368,-0.452508,-0.272605,-0.0788727,-0.0447991,-0.0155893
kick_power,12.1253,-0.267417,-0.4742,-0.494199,-0.319796,-0.327507,-0.207455,-0.391338,-0.437582,-0.280991,-0.126291,-0.0422827,-0.0416753
kick_power,12.5907,-0.44289,-0.444596,-0.219396,-0.345872,-0.310327,-0.384522,-0.425,-0.496937,-0.34257,-0.122435,-0.101057,-0.0366627
kick_power,11.5593,-0.39806,-0.596772,-0.365511,-0.240748,-0.277715,-0.226009,-0.337274,-0.427642,-0.249973,-0.137173,-0.0275942,6.65253e-06
kick_power,12.5539,-0.450282,-0.395911,-0.433569,-0.347844,-0.373947,-0.287804,-0.406386,-0.447102,-0.24864,-0.102214,-0.0461045,-0.00195486
kick_power,12.394,-0.242666,-0.447235,-0.435642,-0.368338,-0.373838,-0.364478,-0.369613,-0.400082,-0.258865,-0.106783,-0.0590023,-0.0215464
kick_power,12.3481,-0.254892,-0.493343,-0.314995,-0.34643,-0.441907,-0.32769,-0.348058,-0.484511,-0.308588,-0.114302,-0.0356023,-0.0594526
kick_power,11.987,-0.280317,-0.507839,-0.353586,-0.321934,-0.280214,-0.350357,-0.430382,-0.401187,-0.227588,-0.110057,-0.0701814,-0.0360713
kick_power,10.8295,-0.650836,-0.476977,-0.196221,-0.195882,-0.200663,-0.261794,-0.366827,-0.414049,-0.243385,-0.00409192,-0.01529,0.0139113
kick_power,11.9114,-0.50218,-0.500659,-0.354728,-0.216376,-0.281926,-0.35482,-0.369948,-0.438447,-0.284216,-0.0902993,-0.0415413,-0.0529381
kick_power,12.0458,-0.468038,-0.499851,-0.357303,-0.25692,-0.338011,-0.345884,-0.398116,-0.475595,-0.258525,-0.0934768,-0.00474004,-0.0230846
kick_power,11.2356,-0.353906,-0.562751,-0.309441,-0.330329,-0.254994,-0.195184,-0.436162,-0.44393,-0.269792,-0.154727,-0.0415876,0.03701
kick_power,12.4184,-0.276758,-0.546639,-0.346933,-0.289923,-0.327936,-0.360714,-0.445343,-0.512267,-0.30196,-0.14158,-0.102315,-0.00789488
kick_power,11.4372,-0.271168,-0.52358,-0.348654,-0.261858,-0.38385,-0.326881,-0.373628,-0.393578,-0.256278,-0.0677154,-0.0280185,-0.0314866
kick_power,11.6703,-0.282425,-0.518686,-0.460241,-0.268424,-0.24055,-0.258833,-0.428412,-0.394366,-0.210136,-0.102077,-0.0507489,-0.022113
kick_power,11.8007,-0.348609,-0.566836,-0.341386,-0.234761,-0.310929,-0.347921,-0.354044,-0.471068,-0.249928,-0.0696448,-0.0419191,-0.00845849
kick_power,10.9685,-0.843791,-0.484163,-0.349842,-0.327707,-0.349861,-0.230498,-0.237378,-0.297217,-0.17941,-0.0590086,0.0119237,0.0129015
kick_power,11.6877,-0.432534,-0.450126,-0.331853,-0.379192,-0.375816,-0.185666,-0.330107,-0.354369,-0.230011,-0.0425702,-0.0563714,-0.0112374
kick_power,12.96,-0.265106,-0.360985,-0.348977,-0.388024,-0.368183,-0.327935,-0.424489,-0.494821,-0.285954,-0.183831,-0.0653535,-0.0161972
kick_power,12.4662,-0.180856,-0.462588,-0.347569,-0.324367,-0.427026,-0.319322,-0.447152,-0.409948,-0.289189,-0.139453,-0.109065,-0.0227333
kick_power,12.67,-0.204499,-0.593612,-0.286244,-0.353679,-0.275368,-0.333188,-0.48502,-0.507199,-0.312392,-0.113062,-0.0711828,0.0161683
kick_power,12.5177,-0.306144,-0.481348,-0.260093,-0.326222,-0.376036,-0.351815,-0.43612,-0.52757,-0.26488,-0.0786785,-0.0323613,0.000301574
rimshot_humming,12.1378,-1.28676,-0.767934,-0.261286,-0.402814,-0.404899,-0.541297,-0.228883,-0.19364,-0.132214,-0.12662,-0.160517,0.0658056
rimshot_humming,11.3097,-1.49403,-0.612033,-0.239522,-0.522942,-0.422549,-0.425412,-0.160092,-0.206263,-0.114296,-0.106994,-0.0795405,0.0254795
rimshot_humming,11.7087,-1.40044,-0.688316,-0.257473,-0.419699,-0.345952,-0.289387,-0.296997,-0.281427,-0.0874213,-0.150477,-0.113476,-0.00371487
rimshot_humming,10.95,-1.42475,-0.588411,-0.286082,-0.514585,-0.349177,-0.323029,-0.196084,-0.309338,-0.160421,-0.0850332,-0.12888,0.0585713
rimshot_humming,10.8594,-1.67955,-0.64934,-0.294218,-0.467428,-0.516662,-0.366752,-0.201753,-0.220988,-0.0540503,0.00772039,-0.047709,0.0529595
rimshot_humming,9.75323,-1.49804,-0.567484,-0.333512,-0.175095,-0.232171,-0.295235,-0.173312,-0.219783,-0.115412,-0.0412823,-0.0961989,-0.0240209
rimshot_humming,12.1349,-1.58427,-0.614794,-0.349378,-0.414145,-0.456667,-0.441462,-0.1753,-0.316777,-0.202205,-0.118725,-0.0690293,0.0596377
rimshot_humming,11.7794,-1.3378,-0.652049,-0.281004,-0.406494,-0.393103,-0.33377,-0.158115,-0.37172,-0.135538,-0.128315,-0.129354,0.00076614
rimshot_humming,12.1952,-1.39016,-0.787887,-0.396146,-0.424731,-0.527215,-0.50869,-0.202792,-0.210646,-0.0664314,-0.199279,-0.0297108,0.0971453
rimshot_humming,10.7354,-1.4242,-0.790124,-0.0370269,-0.23551,-0.445626,-0.466651,-0.213509,-0.173114,-0.0233034,-0.0926306,-0.121567,-0.0554257
rimshot_humming,11.8293,-1.48267,-0.721117,-0.1267,-0.490593,-0.508364,-0.377128,-0.246989,-0.18868,-0.0789378,-0.1988,-0.108545,0.0834149
rimshot_humming,11.327,-1.26082,-0.780002,-0.253062,-0.519434,-0.369842,-0.278721,-0.26821,-0.296603,-0.0671295,-0.126355,-0.0588727,0.0415877
rimshot_humming,10.8118,-1.77243,-0.695074,-0.543918,-0.444552,-0.341823,-0.205198,-0.0995719,-0.238336,-0.0535661,-0.0415237,0.0488404,0.0230015
rimshot_humming,11.2792,-1.70976,-0.631955,-0.23371,-0.385235,-0.360286,-0.330256,-0.165853,-0.330241,-0.121041,-0.089342,-0.0766127,-0.0179281
rimshot_humming,11.2855,-1.75943,-0.651062,-0.206829,-0.339443,-0.355806,-0.289829,-0.152417,-0.295093,-0.138191,-0.124985,0.0106818,-0.010034
rimshot_humming,11.6877,-1.83858,-0.663967,-0.365064,-0.437104,-0.438188,-0.303828,-0.1146,-0.274917,-0.0801239,-0.100475,0.0528137,-0.0143745
rimshot_humming,11.5644,-1.8526,-0.953892,-0.19171,-0.42308,-0.341836,-0.311171,-0.195539,-0.16774,-0.0977896,-0.0884882,-0.0529171,0.0468497
rimshot_humming,10.8846,-1.46779,-0.844097,-0.456648,-0.282065,-0.437672,-0.262009,-0.252294,-0.233565,-0.0909036,-0.0510437,-0.0144898,0.0745703
rimshot_humming,11.1861,-1.69928,-0.794931,-0.331033,-0.288481,-0.303018,-0.298532,-0.168879,-0.353756,-0.110612,-0.0811828,-0.0229179,0.00737767
rimshot_humming,11.0002,-1.75382,-0.827197,-0.398468,-0.397235,-0.357523,-0.268184,-0.154222,-0.238096,-0.0337379,-0.0812185,-0.0174038,-0.0149211
rimshot_humming,9.98603,-2.04111,-0.672876,-0.516513,-0.324127,-0.146178,-0.121208,-0.017697,-0.203934,-0.0589266,-0.0768782,-0.0122029,0.00921153
rimshot_humming,9.33063,-1.62387,-0.703778,-0.317083,-0.219011,-0.248639,-0.186438,-0.0821596,-0.235571,-0.111941,-0.114235,-0.0408379,-0.0193612
rimshot_humming,10.8817,-1.87808,-0.716146,-0.390834,-0.368321,-0.292538,-0.209686,-0.0778833,-0.307745,-0.0834257,-0.0892267,-0.041996,-0.0434202
rimshot_humming,10.2326,-1.77136,-0.649688,-0.381908,-0.384281,-0.252653,-0.190444,-0.0694614,-0.299055,-0.0814276,-0.0602278,-0.0356979,0.0245938
rimshot_humming,11.2143,-2.11997,-0.692549,-0.387649,-0.424515,-0.36924,-0.231527,-0.0645581,-0.256516,-0.0484066,-0.0215041,0.000217011,0.0394475
rimshot_power,12.2127,-0.863565,-0.676308,-0.400105,-0.240871,-0.262351,-0.289313,-0.465875,-0.37382,-0.113416,-0.0957804,-0.132024,-0.00795811
rimshot_power,11.8297,-0.870365,-0.681346,-0.377974,-0.130213,-0.151797,-0.272667,-0.291855,-0.617079,-0.0597894,-0.0344289,-0.192801,-0.0214612
rimshot_power,13.8335,-0.859365,-0.81335,-0.456408,-0.143701,-0.462042,-0.424597,-0.413388,-0.515053,-0.0288032,-0.0316405,-0.228422,0.0483361
rimshot_power,12.8816,-0.956316,-0.766569,-0.283407,-0.192536,-0.374618,-0.35761,-0.471267,-0.349569,-0.0888536,-0.171104,-0.139958,-0.0403874
rimshot_power,12.5628,-0.868328,-0.666262,-0.431044,-0.200963,-0.0995706,-0.383673,-0.557627,-0.395469,-0.0990871,-0.146027,-0.102242,-0.105373
rimshot_power,12.6967,-0.656581,-1.03592,-0.326923,-0.00451804,-0.450857,-0.339126,-0.398787,-0.499825,-0.0981098,-0.0797557,-0.195695,0.0811332
rimshot_power,13.7111,-0.739864,-0.898638,-0.295157,-0.0928089,-0.52512,-0.50361,-0.342972,-0.5153,-0.0977299,-0.0658524,-0.228163,0.0352722
rimshot_power,12.5278,-0.672284,-0.804996,-0.318101,-0.0407188,-0.502623,-0.398304,-0.398766,-0.408847,-0.0769977,-0.0883219,-0.19535,0.0656827
rimshot_power,12.4414,-0.433818,-0.898883,-0.285647,0.10338,-0.446655,-0.490876,-0.304006,-0.660662,-0.127102,-0.00748327,-0.196667,0.0331863
rimshot_power,12.9006,-0.590892,-0.883059,-0.296627,0.0291247,-0.199572,-0.384535,-0.531307,-0.509109,-0.166475,-0.112581,-0.140201,-0.0460252
rimshot_power,13.4342,-0.691022,-0.800862,-0.497032,-0.201321,-0.240007,-0.4518,-0.553523,-0.440929,-0.10127,-0.0970472,-0.172469,0.0121351
rimshot_power,12.6903,-0.666031,-1.02838,-0.507596,-0.23439,-0.207909,-0.270717,-0.573138,-0.386049,-0.0729735,-0.158653,-0.0151545,-0.0653161
rimshot_power,11.7135,-0.539742,-0.600779,-0.444204,-0.0589141,-0.426288,-0.331322,-0.401227,-0.563608,0.0354167,-0.11774,-0.18454,-0.0333797
rimshot_power,12.2953,-0.536787,-0.703345,-0.478026,-0.0390784,-0.455178,-0.456239,-0.319074,-0.584523,-0.0695497,-0.062872,-0.222433,-0.0292388
rimshot_power,11.8521,-0.733851,-0.77711,-0.309242,-0.203885,-0.3967,-0.328066,-0.401669,-0.44215,-0.0520086,-0.12189,-0.19222,-0.0224825
rimshot_power,12.7626,-0.621227,-0.832144,-0.404415,-0.0169784,-0.378919,-0.371441,-0.339525,-0.55933,-0.0929538,-0.160797,-0.180387,-0.00428866
rimshot_power,11.4407,-0.690975,-0.792818,-0.232048,0.01326,-0.31268,-0.496625,-0.31925,-0.490056,-0.11738,-0.0803949,-0.189078,-0.023452
rimshot_power,12.4857,-0.830192,-0.736408,-0.155638,-0.0802855,-0.245075,-0.408416,-0.41708,-0.471211,-0.203713,-0.0837109,-0.159048,-0.0320109
rimshot_power,11.5954,-0.560648,-0.734981,-0.349573,0.0792793,-0.254987,-0.438128,-0.309901,-0.464212,-0.0975706,-0.0876058,-0.1533,0.00807183
rimshot_power,12.3645,-0.619374,-0.836722,-0.305243,0.0241638,-0.519922,-0.421564,-0.342434,-0.440273,-0.117783,-0.0916885,-0.222503,0.0262473
rimshot_power,11.7598,-0.765704,-0.866134,-0.319335,0.0154352,-0.477595,-0.443971,-0.29611,-0.491733,-0.0517341,-0.0389533,-0.18596,0.0376222
rimshot_power,12.8663,-0.833626,-0.73714,-0.238134,0.0496935,-0.520174,-0.393018,-0.371977,-0.47574,-0.0795633,-0.171494,-0.186174,-0.0197242
rimshot_power,13.0094,-0.802,-0.935169,-0.310744,-0.103872,-0.371102,-0.415452,-0.601664,-0.376282,0.0290525,-0.181998,-0.174061,-0.0527765
rimshot_power,12.5011,-0.646559,-0.989298,-0.436494,0.0693957,-0.310573,-0.446892,-0.422488,-0.426731,-0.0415394,-0.0726445,-0.253696,0.00854882
rimshot_power,12.8974,-0.550912,-1.01203,-0.357441,-0.10233,-0.489585,-0.391509,-0.437603,-0.506276,-0.00558309,-0.0157865,-0.208709,0.0309526
rimshot_power,12.1929,-0.790722,-0.838369,-0.215878,0.120424,-0.494262,-0.440627,-0.239679,-0.648237,-0.0723013,-0.0784336,-0.226358,-0.0199968
rimshot_power,13.2468,-0.622014,-0.990401,-0.498551,0.0250942,-0.46078,-0.517641,-0.312701,-0.518858,-0.147171,-0.114534,-0.214749,-0.00824441
rimshot_power,12.96,-0.704628,-0.908902,-0.430183,-0.0216022,-0.395474,-0.501208,-0.517238,-0.400807,-0.0334446,-0.128468,-0.221912,0.00693515
rimshot_power,12.0419,-0.663898,-0.785691,-0.30541,-0.124474,-0.421431,-0.30731,-0.340337,-0.458183,-0.0578044,-0.0366044,-0.203141,-0.0459989
rimshot_power,12.5838,-0.617279,-0.854783,-0.391625,-0.115544,-0.40889,-0.34547,-0.433093,-0.540805,-0.0511398,-0.063001,-0.229459,0.0366598
rimshot_power,12.4017,-0.680555,-0.982203,-0.302393,-0.00299645,-0.352535,-0.342836,-0.464551,-0.465667,-0.0383784,-0.0962654,-0.245318,0.0141699
rimshot_power,12.2679,-0.724409,-0.912081,-0.245782,-0.0463029,-0.4699,-0.316202,-0.374011,-0.433419,-0.0735135,-0.117094,-0.136716,0.0275656
rimshot_power,12.7874,-0.711438,-0.814867,-0.373713,-0.14191,-0.403358,-0.321975,-0.47762,-0.486906,-0.0393025,-0.125429,-0.109458,-0.016095
rimshot_power,12.1366,-0.784399,-0.782268,-0.21665,-0.158189,-0.353633,-0.409877,-0.514241,-0.387429,-0.0904427,-0.158384,-0.132739,-0.0461576
rimshot_power,13.1004,-0.820063,-0.785671,-0.39409,0.022465,-0.499788,-0.339182,-0.464034,-0.481691,-0.0629853,-0.118165,-0.1566,-0.010901
rimshot_power,12.5943,-0.584169,-0.925236,-0.394836,-0.0602245,-0.494289,-0.426187,-0.347922,-0.469641,-0.0138568,-0.0292747,-0.264036,-0.00958893
rimshot_power,12.8324,-0.665809,-0.886988,-0.456543,0.0476865,-0.371753,-0.44881,-0.406988,-0.483372,-0.0115708,-0.159837,-0.2541,0.0532474
rimshot_power,12.9139,-0.811016,-0.898228,-0.321158,-0.194955,-0.37897,-0.445261,-0.458414,-0.370303,-0.0840153,-0.106099,-0.156184,0.0610895
snare_humming,12.5427,-0.870198,-0.574972,-0.462664,-0.404954,-0.450058,-0.294544,-0.313621,-0.296216,-0.108747,-0.0730021,-0.0605318,-0.0481126
snare_humming,11.4199,-0.745095,-0.557494,-0.451394,-0.449297,-0.472397,-0.282698,-0.265397,-0.261456,-0.113151,-0.0579247,-0.045269,-0.0274534
snare_humming,13.3991,-0.754017,-0.693356,-0.476067,-0.484509,-0.464212,-0.331973,-0.340271,-0.364346,-0.185801,-0.0818675,-0.0654856,-0.0167536
snare_humming,11.9273,-0.872597,-0.597084,-0.345642,-0.400901,-0.424751,-0.284931,-0.234725,-0.315877,-0.142843,-0.0372606,-0.014471,0.0147455
snare_humming,11.1247,-1.03734,-0.632156,-0.332182,-0.330752,-0.385052,-0.249796,-0.250119,-0.270067,-0.118599,-0.0644096,-0.00440471,0.00532236
snare_humming,10.7588,-1.15386,-0.250139,-0.335716,-0.288481,-0.362849,-0.254782,-0.241781,-0.265574,-0.132066,-0.0951598,-0.0608667,-0.0172597
snare_humming,12.1324,-0.973956,-0.626313,-0.438662,-0.298264,-0.396664,-0.240361,-0.251012,-0.325445,-0.17459,-0.108086,-0.0296917,-0.0203171
snare_humming,11.9499,-1.07315,-0.53575,-0.423377,-0.348748,-0.398783,-0.243472,-0.282166,-0.282743,-0.128273,-0.0770981,-0.0408011,-0.0355518
snare_humming,11.6129,-0.937405,-0.440545,-0.407385,-0.289097,-0.348776,-0.267293,-0.279016,-0.312937,-0.176891,-0.107811,-0.0224262,-0.0161006
snare_humming,12.4115,-0.774766,-0.656721,-0.432558,-0.355845,-0.452147,-0.315607,-0.317399,-0.337808,-0.155894,-0.0989109,-0.0249373,-0.0108635
snare_humming,11.1537,-0.976164,-0.652749,-0.451114,-0.269473,-0.385899,-0.245807,-0.272091,-0.290607,-0.161357,-0.0782044,-0.0322884,0.00220754
snare_humming,11.0889,-0.891038,-0.289603,-0.269534,-0.221095,-0.342582,-0.289483,-0.210826,-0.30857,-0.171529,-0.117351,-0.0773957,-0.0484264
snare_humming,13.6415,-0.619135,-0.713369,-0.489816,-0.49983,-0.509867,-0.322557,-0.334614,-0.337703,-0.155331,-0.0884682,-0.0453445,-0.042712
snare_humming,11.6277,-0.978955,-0.513511,-0.388741,-0.310241,-0.33804,-0.238119,-0.235457,-0.303084,-0.14321,-0.098694,-0.0527705,-0.0176767
snare_humming,12.2873,-0.958002,-0.369352,-0.394707,-0.432682,-0.357268,-0.262671,-0.281705,-0.321163,-0.114506,-0.0494199,-0.0559043,-0.0240873
snare_humming,11.6017,-0.946408,-0.553312,-0.383113,-0.299572,-0.381548,-0.27007,-0.241987,-0.276882,-0.117184,-0.0691241,-0.0244072,-0.0177931
snare_humming,11.963,-1.00038,-0.47624,-0.321366,-0.300206,-0.33615,-0.241605,-0.327833,-0.271517,-0.161357,-0.0690803,-0.0638062,-0.0126695
snare_humming,12.7479,-0.739781,-0.523161,-0.487561,-0.369756,-0.431752,-0.329255,-0.325833,-0.387838,-0.175062,-0.0962619,-0.0264704,-0.0273084
snare_humming,12.6711,-0.889876,-0.511586,-0.472884,-0.424874,-0.406838,-0.330006,-0.295889,-0.376221,-0.194703,-0.171115,-0.0604556,-0.0555782
snare_humming,12.3671,-0.783533,-0.649218,-0.460078,-0.435161,-0.42181,-0.260724,-0.305367,-0.305289,-0.161049,-0.0900084,-0.0348275,-0.0245365
snare_humming,12.463,-0.678424,-0.698083,-0.475766,-0.376067,-0.407483,-0.299195,-0.318312,-0.284215,-0.143527,-0.0832853,-0.0153789,-0.00961333
snare_humming,12.0908,-0.776426,-0.573397,-0.436505,-0.420813,-0.453508,-0.298024,-0.316006,-0.314118,-0.159982,-0.0885336,-0.0287552,0.00396643
snare_humming,11.0472,-1.1978,-0.308004,-0.234576,-0.178992,-0.311282,-0.247072,-0.346531,-0.335207,-0.182872,-0.101157,-0.0482471,-0.0394764
snare_humming,11.3428,-1.08027,-0.327689,-0.387287,-0.22962,-0.347249,-0.273429,-0.26736,-0.365603,-0.182399,-0.134341,-0.0425258,-0.0497382
snare_humming,11.8945,-0.887558,-0.581314,-0.40879,-0.343864,-0.425345,-0.281287,-0.316538,-0.344791,-0.211214,-0.0985772,-0.0712183,-0.0325513
snare_humming,11.6932,-0.94491,-0.518564,-0.370625,-0.327268,-0.443338,-0.291052,-0.287653,-0.331257,-0.198073,-0.12618,-0.0547075,-0.0264266
snare_humming,11.7369,-0.991307,-0.469911,-0.36539,-0.304335,-0.456389,-0.294984,-0.312121,-0.30317,-0.168542,-0.104595,-0.051762,-0.0417462
snare_humming,11.965,-0.892707,-0.483293,-0.286021,-0.357082,-0.502854,-0.27696,-0.285375,-0.277318,-0.154854,-0.0837796,-0.0645248,-0.0230914
snare_humming,10.4761,-1.02214,-0.244268,-0.202152,-0.221788,-0.339624,-0.287458,-0.230507,-0.314442,-0.158197,-0.114062,-0.0742978,-0.0121732
snare_humming,11.4123,-0.80648,-0.334694,-0.410863,-0.290788,-0.381438,-0.353364,-0.257754,-0.333145,-0.195281,-0.126724,-0.0722513,-0.0200387
snare_power,12.1378,-1.32466,-0.65111,-0.248585,-0.24415,-0.248337,-0.322316,-0.355706,-0.373543,-0.169812,-0.0673411,-0.0415874,-0.0456784
snare_power,12.7138,-1.54627,-0.673714,-0.246973,-0.229134,-0.217398,-0.330244,-0.335675,-0.398032,-0.195792,-0.0772024,-0.0814448,-0.0373326
snare_power,13.1245,-1.47037,-0.741413,-0.280704,-0.327159,-0.333117,-0.388923,-0.391025,-0.321622,-0.147252,-0.0390431,-0.0466198,-0.0299188
snare_power,13.9702,-1.37998,-0.745389,-0.299108,-0.409011,-0.372262,-0.335949,-0.385728,-0.363572,-0.180797,-0.102584,-0.0664265,-0.0302181
snare_power,13.7703,-1.30431,-0.651308,-0.28004,-0.393539,-0.412612,-0.348348,-0.415433,-0.418687,-0.174478,-0.09806,-0.0719204,-0.0502253
snare_power,12.6489,-1.31413,-0.623872,-0.240237,-0.295232,-0.357059,-0.32355,-0.408257,-0.408576,-0.18956,-0.0988223,-0.0512144,-0.0397643
snare_power,13.1284,-1.58693,-0.771547,-0.178032,-0.266357,-0.362331,-0.267125,-0.367588,-0.398755,-0.182472,-0.0968496,-0.0571464,-0.023373
snare_power,12.5839,-1.43751,-0.728969,-0.277236,-0.297397,-0.36167,-0.266322,-0.338268,-0.392736,-0.138293,-0.090805,-0.0528838,-0.0189483
snare_power,12.9668,-1.43605,-0.679518,-0.213592,-0.325221,-0.357087,-0.309278,-0.383898,-0.369333,-0.150138,-0.0768829,-0.0710952,-0.0571652
snare_power,12.3851,-1.35966,-0.510235,-0.25568,-0.234628,-0.314815,-0.300456,-0.296653,-0.345848,-0.18042,-0.125829,-0.0833777,-0.0702524
snare_power,12.1189,-1.5718,-0.614827,-0.175094,-0.234798,-0.340628,-0.25273,-0.318035,-0.324264,-0.141798,-0.104253,-0.0515331,-0.045641
snare_power,12.7659,-1.27052,-0.587288,-0.285431,-0.367023,-0.337541,-0.298187,-0.372056,-0.359232,-0.197991,-0.098386,-0.0638512,-0.0385102
snare_power,12.8516,-1.35276,-0.719818,-0.298602,-0.353347,-0.353675,-0.252162,-0.378291,-0.396082,-0.168642,-0.109807,-0.0299562,0.0123046
snare_power,13.5868,-1.38805,-0.760084,-0.32729,-0.389761,-0.386532,-0.321197,-0.377948,-0.400797,-0.174715,-0.0822065,-0.0562505,-0.0345348
snare_power,12.8265,-1.4567,-0.698124,-0.231536,-0.306034,-0.368559,-0.269088,-0.357557,-0.345448,-0.174059,-0.106665,-0.0759836,-0.0446699
snare_power,13.2164,-1.45889,-0.737591,-0.346085,-0.343127,-0.291139,-0.334387,-0.377653,-0.316292,-0.165113,-0.0964658,-0.0418954,-0.0349757
snare_power,12.9294,-1.54579,-0.744952,-0.229022,-0.310427,-0.33495,-0.280123,-0.355999,-0.359199,-0.117193,-0.0732868,-0.0428347,-0.0453237
snare_power,12.3708,-1.34567,-0.676073,-0.294647,-0.197024,-0.322767,-0.276493,-0.314168,-0.332781,-0.199059,-0.0957894,-0.0719426,-0.033189
snare_power,12.7275,-1.43012,-0.67828,-0.326766,-0.254019,-0.316737,-0.308153,-0.321672,-0.344893,-0.176549,-0.093716,-0.0814133,-0.0442134
snare_power,12.7887,-1.3978,-0.671525,-0.270041,-0.307051,-0.371124,-0.316673,-0.347592,-0.318827,-0.133315,-0.104213,-0.0540129,-0.0588096
